Subject,ModelId,AnalysisId,ParameterCode,NegativeLogLikelihood (float),ParameterValue (float)
fisheries,schaefer,546272fd-1817-4d29-a66b-93dc696e41f8,K,-28.78363423956707,2914.54264725586
fisheries,schaefer,546272fd-1817-4d29-a66b-93dc696e41f8,q,-28.78363423956707,0.00041393093083687943
fisheries,schaefer,546272fd-1817-4d29-a66b-93dc696e41f8,r,-28.78363423956707,0.34733172144621083
fisheries,schaefer,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,-28.78363423956707,0.0838756971939836
