Subject,ModelId,OptimStage,OptimSubstage,Replicate,Iteration,AnalysisId,ParameterCode,NegativeLogLikelihood (float),ParameterValue (float)
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,2840,546272fd-1817-4d29-a66b-93dc696e41f8,r,71.21957157667858,0.3642599589279969
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,2840,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,71.21957157667858,18.371274873849885
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3040,546272fd-1817-4d29-a66b-93dc696e41f8,K,63.475494869752566,102278.89697686119
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3040,546272fd-1817-4d29-a66b-93dc696e41f8,q,63.475494869752566,0.023021630381474856
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3040,546272fd-1817-4d29-a66b-93dc696e41f8,r,63.475494869752566,0.3712650837403848
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3040,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,63.475494869752566,8.650957535198458
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3240,546272fd-1817-4d29-a66b-93dc696e41f8,K,64.85772322420952,103336.24598015826
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3240,546272fd-1817-4d29-a66b-93dc696e41f8,q,64.85772322420952,0.003313117725278045
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3240,546272fd-1817-4d29-a66b-93dc696e41f8,r,64.85772322420952,2.6425829906753715
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3240,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,64.85772322420952,12.989153379604055
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3440,546272fd-1817-4d29-a66b-93dc696e41f8,K,58.73895372266011,107521.14990380469
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3440,546272fd-1817-4d29-a66b-93dc696e41f8,q,58.73895372266011,0.0036129422900979024
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3440,546272fd-1817-4d29-a66b-93dc696e41f8,r,58.73895372266011,2.4949928356657374
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3440,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,58.73895372266011,7.717607485677815
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3640,546272fd-1817-4d29-a66b-93dc696e41f8,K,57.45534401691723,114156.48571666465
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3640,546272fd-1817-4d29-a66b-93dc696e41f8,q,57.45534401691723,0.0028180177101446487
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3640,546272fd-1817-4d29-a66b-93dc696e41f8,r,57.45534401691723,2.5572206552014936
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3640,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,57.45534401691723,6.385233864197973
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3840,546272fd-1817-4d29-a66b-93dc696e41f8,K,61.32668550609241,115386.9065617989
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3840,546272fd-1817-4d29-a66b-93dc696e41f8,q,61.32668550609241,0.005164259580989698
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3840,546272fd-1817-4d29-a66b-93dc696e41f8,r,61.32668550609241,2.5523670529561446
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,3840,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,61.32668550609241,9.547394180029398
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4040,546272fd-1817-4d29-a66b-93dc696e41f8,K,62.67356136451728,132288.59050694207
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4040,546272fd-1817-4d29-a66b-93dc696e41f8,q,62.67356136451728,0.004390778485770203
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4040,546272fd-1817-4d29-a66b-93dc696e41f8,r,62.67356136451728,2.346812386868842
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4040,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,62.67356136451728,10.720911186905038
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4240,546272fd-1817-4d29-a66b-93dc696e41f8,K,66.24137120186127,132139.01234940818
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4240,546272fd-1817-4d29-a66b-93dc696e41f8,q,66.24137120186127,0.009264533500201726
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4240,546272fd-1817-4d29-a66b-93dc696e41f8,r,66.24137120186127,2.6777316589639426
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4240,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,66.24137120186127,5.015010451603328
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4440,546272fd-1817-4d29-a66b-93dc696e41f8,K,60.12602417606904,132788.81876644457
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4440,546272fd-1817-4d29-a66b-93dc696e41f8,q,60.12602417606904,0.001961827543615414
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4440,546272fd-1817-4d29-a66b-93dc696e41f8,r,60.12602417606904,2.582145178011197
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4440,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,60.12602417606904,4.2081152476029855
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4640,546272fd-1817-4d29-a66b-93dc696e41f8,K,77.6809646475611,131891.88099456197
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4640,546272fd-1817-4d29-a66b-93dc696e41f8,q,77.6809646475611,7.47915990231081E-05
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4640,546272fd-1817-4d29-a66b-93dc696e41f8,r,77.6809646475611,2.7024172745231163
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4640,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,77.6809646475611,1.0742252261186678
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4840,546272fd-1817-4d29-a66b-93dc696e41f8,K,61.83251789267026,892773.6950278227
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4840,546272fd-1817-4d29-a66b-93dc696e41f8,q,61.83251789267026,0.0008108871091820291
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4840,546272fd-1817-4d29-a66b-93dc696e41f8,r,61.83251789267026,2.5610624083298896
fisheries,schaefer,Simulated annealing,Annealing (T=41.144778),1,4840,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,61.83251789267026,5.445803491713438
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,39,546272fd-1817-4d29-a66b-93dc696e41f8,K,-8.220036941567992,2795.741726877559
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,39,546272fd-1817-4d29-a66b-93dc696e41f8,q,-8.220036941567992,0.0006472472939343494
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,39,546272fd-1817-4d29-a66b-93dc696e41f8,r,-8.220036941567992,0.3445819243038848
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,39,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,-8.220036941567992,0.2057735401688614
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,239,546272fd-1817-4d29-a66b-93dc696e41f8,K,32.09516933425895,2318.1915367895544
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,239,546272fd-1817-4d29-a66b-93dc696e41f8,q,32.09516933425895,0.0007279435916881592
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,239,546272fd-1817-4d29-a66b-93dc696e41f8,r,32.09516933425895,0.5184998654900168
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,239,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,32.09516933425895,3.023487300695752
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,439,546272fd-1817-4d29-a66b-93dc696e41f8,K,55.44486710515949,5492.186776311735
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,439,546272fd-1817-4d29-a66b-93dc696e41f8,q,55.44486710515949,0.0037344560841898315
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,439,546272fd-1817-4d29-a66b-93dc696e41f8,r,55.44486710515949,2.2246657256040607
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,439,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,55.44486710515949,8.581513102281182
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,639,546272fd-1817-4d29-a66b-93dc696e41f8,K,51.54385181333968,10355.338285518144
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,639,546272fd-1817-4d29-a66b-93dc696e41f8,q,51.54385181333968,0.006281895638130076
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,639,546272fd-1817-4d29-a66b-93dc696e41f8,r,51.54385181333968,2.6572180166179287
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,639,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,51.54385181333968,5.484661371701162
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,839,546272fd-1817-4d29-a66b-93dc696e41f8,K,55.614707314011,9742.579514136769
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,839,546272fd-1817-4d29-a66b-93dc696e41f8,q,55.614707314011,0.009043061011426318
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,839,546272fd-1817-4d29-a66b-93dc696e41f8,r,55.614707314011,2.9526016473119485
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,839,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,55.614707314011,7.76802079124498
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1039,546272fd-1817-4d29-a66b-93dc696e41f8,K,58.58009270205882,4499.175650898725
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1039,546272fd-1817-4d29-a66b-93dc696e41f8,q,58.58009270205882,0.004374666838965314
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1039,546272fd-1817-4d29-a66b-93dc696e41f8,r,58.58009270205882,0.5049524706437621
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1039,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,58.58009270205882,10.26413688574962
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1239,546272fd-1817-4d29-a66b-93dc696e41f8,K,69.93444860817694,3796.466509735617
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1239,546272fd-1817-4d29-a66b-93dc696e41f8,q,69.93444860817694,0.06188897554906854
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1239,546272fd-1817-4d29-a66b-93dc696e41f8,r,69.93444860817694,0.6403239100359587
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1239,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,69.93444860817694,17.59403323957643
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1439,546272fd-1817-4d29-a66b-93dc696e41f8,K,77.81493610967871,3887.3246362236955
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1439,546272fd-1817-4d29-a66b-93dc696e41f8,q,77.81493610967871,0.06121223498914058
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1439,546272fd-1817-4d29-a66b-93dc696e41f8,r,77.81493610967871,0.2982606384850956
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1439,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,77.81493610967871,26.457827520210973
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1639,546272fd-1817-4d29-a66b-93dc696e41f8,K,76.20939344177198,3967.7420583129683
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1639,546272fd-1817-4d29-a66b-93dc696e41f8,q,76.20939344177198,0.05806484952997299
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1639,546272fd-1817-4d29-a66b-93dc696e41f8,r,76.20939344177198,1.0224084784781797
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1639,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,76.20939344177198,24.340471379340407
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1839,546272fd-1817-4d29-a66b-93dc696e41f8,K,75.78042618830439,335878.3085216165
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1839,546272fd-1817-4d29-a66b-93dc696e41f8,q,75.78042618830439,0.05536558651806873
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1839,546272fd-1817-4d29-a66b-93dc696e41f8,r,75.78042618830439,0.9328683669181335
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,1839,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,75.78042618830439,21.979946686366397
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2039,546272fd-1817-4d29-a66b-93dc696e41f8,K,72.29215991055824,333448.0875942857
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2039,546272fd-1817-4d29-a66b-93dc696e41f8,q,72.29215991055824,0.049568801066792866
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2039,546272fd-1817-4d29-a66b-93dc696e41f8,r,72.29215991055824,0.7110955820092925
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2039,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,72.29215991055824,17.548454282483135
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2239,546272fd-1817-4d29-a66b-93dc696e41f8,K,70.34382120332283,333089.5291640195
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2239,546272fd-1817-4d29-a66b-93dc696e41f8,q,70.34382120332283,0.05210654402694639
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2239,546272fd-1817-4d29-a66b-93dc696e41f8,r,70.34382120332283,1.471869984012188
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2239,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,70.34382120332283,14.97969605600762
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2439,546272fd-1817-4d29-a66b-93dc696e41f8,K,70.86748829872049,329099.4418671475
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2439,546272fd-1817-4d29-a66b-93dc696e41f8,q,70.86748829872049,0.031525905053194844
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2439,546272fd-1817-4d29-a66b-93dc696e41f8,r,70.86748829872049,1.1156290247064828
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2439,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,70.86748829872049,16.209617613906474
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2639,546272fd-1817-4d29-a66b-93dc696e41f8,K,70.64589488471039,330129.3938679857
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2639,546272fd-1817-4d29-a66b-93dc696e41f8,q,70.64589488471039,0.040278868783562856
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2639,546272fd-1817-4d29-a66b-93dc696e41f8,r,70.64589488471039,0.3946417560702657
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2639,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,70.64589488471039,15.687682085111957
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2839,546272fd-1817-4d29-a66b-93dc696e41f8,K,66.96547946150226,333137.4893498267
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2839,546272fd-1817-4d29-a66b-93dc696e41f8,q,66.96547946150226,0.03130996707962281
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2839,546272fd-1817-4d29-a66b-93dc696e41f8,r,66.96547946150226,0.6577910594273755
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,2839,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,66.96547946150226,9.328895044683161
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3039,546272fd-1817-4d29-a66b-93dc696e41f8,K,69.00720263981758,331676.614417553
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3039,546272fd-1817-4d29-a66b-93dc696e41f8,q,69.00720263981758,0.04048724607111958
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3039,546272fd-1817-4d29-a66b-93dc696e41f8,r,69.00720263981758,1.115633956092002
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3039,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,69.00720263981758,7.8098877944683425
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3239,546272fd-1817-4d29-a66b-93dc696e41f8,K,70.91856692920823,333072.74298143276
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3239,546272fd-1817-4d29-a66b-93dc696e41f8,q,70.91856692920823,0.04491232095085096
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3239,546272fd-1817-4d29-a66b-93dc696e41f8,r,70.91856692920823,1.259417709830515
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3239,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,70.91856692920823,7.15637769794686
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3439,546272fd-1817-4d29-a66b-93dc696e41f8,K,67.71448819062459,332253.97046698944
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3439,546272fd-1817-4d29-a66b-93dc696e41f8,q,67.71448819062459,0.045583816950734914
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3439,546272fd-1817-4d29-a66b-93dc696e41f8,r,67.71448819062459,1.39500215005971
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3439,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,67.71448819062459,10.320298997213584
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3639,546272fd-1817-4d29-a66b-93dc696e41f8,K,69.98181918536403,332364.84969092364
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3639,546272fd-1817-4d29-a66b-93dc696e41f8,q,69.98181918536403,0.04862598800662187
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3639,546272fd-1817-4d29-a66b-93dc696e41f8,r,69.98181918536403,1.2019592253412883
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3639,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,69.98181918536403,14.584827198684275
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3839,546272fd-1817-4d29-a66b-93dc696e41f8,K,69.69574320461001,331635.25466687314
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3839,546272fd-1817-4d29-a66b-93dc696e41f8,q,69.69574320461001,0.05250678771368747
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3839,546272fd-1817-4d29-a66b-93dc696e41f8,r,69.69574320461001,1.2146324039228726
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,3839,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,69.69574320461001,14.076501301739787
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4039,546272fd-1817-4d29-a66b-93dc696e41f8,K,65.57500766806717,329642.88973076094
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4039,546272fd-1817-4d29-a66b-93dc696e41f8,q,65.57500766806717,0.01707475557137709
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4039,546272fd-1817-4d29-a66b-93dc696e41f8,r,65.57500766806717,1.6677563907717816
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4039,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,65.57500766806717,8.857054108160535
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4239,546272fd-1817-4d29-a66b-93dc696e41f8,K,63.277806809291604,328554.8603421131
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4239,546272fd-1817-4d29-a66b-93dc696e41f8,q,63.277806809291604,0.004659349500710661
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4239,546272fd-1817-4d29-a66b-93dc696e41f8,r,63.277806809291604,0.7007589440708959
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4239,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,63.277806809291604,9.86596822528801
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4439,546272fd-1817-4d29-a66b-93dc696e41f8,K,68.94525449849588,333792.3778628611
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4439,546272fd-1817-4d29-a66b-93dc696e41f8,q,68.94525449849588,0.0053126884941992174
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4439,546272fd-1817-4d29-a66b-93dc696e41f8,r,68.94525449849588,2.099658990667375
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4439,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,68.94525449849588,5.042325308402581
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4639,546272fd-1817-4d29-a66b-93dc696e41f8,K,90.24254526074061,334293.5525543632
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4639,546272fd-1817-4d29-a66b-93dc696e41f8,q,90.24254526074061,0.01669843583267246
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4639,546272fd-1817-4d29-a66b-93dc696e41f8,r,90.24254526074061,1.640024214935103
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4639,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,90.24254526074061,4.107818706790445
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4839,546272fd-1817-4d29-a66b-93dc696e41f8,K,67.25181951508236,333776.78045284684
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4839,546272fd-1817-4d29-a66b-93dc696e41f8,q,67.25181951508236,0.0007544116954617896
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4839,546272fd-1817-4d29-a66b-93dc696e41f8,r,67.25181951508236,0.03956807005025573
fisheries,schaefer,Simulated annealing,Annealing (T=20.572389),1,4839,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,67.25181951508236,15.102214079461177
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,38,546272fd-1817-4d29-a66b-93dc696e41f8,K,-7.1905235583730995,2974.9445642837622
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,38,546272fd-1817-4d29-a66b-93dc696e41f8,q,-7.1905235583730995,0.0003317589593775527
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,38,546272fd-1817-4d29-a66b-93dc696e41f8,r,-7.1905235583730995,0.33220915722776095
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,38,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,-7.1905235583730995,0.20792108032234213
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,238,546272fd-1817-4d29-a66b-93dc696e41f8,K,37.58991388671564,3316.142269538175
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,238,546272fd-1817-4d29-a66b-93dc696e41f8,q,37.58991388671564,0.0029348477373030398
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,238,546272fd-1817-4d29-a66b-93dc696e41f8,r,37.58991388671564,0.3729225226628877
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,238,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,37.58991388671564,2.1744827460774125
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,438,546272fd-1817-4d29-a66b-93dc696e41f8,K,44.544255760213765,7059.026347435062
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,438,546272fd-1817-4d29-a66b-93dc696e41f8,q,44.544255760213765,0.0025529141236789368
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,438,546272fd-1817-4d29-a66b-93dc696e41f8,r,44.544255760213765,0.8563914190697218
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,438,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,44.544255760213765,3.386895117276371
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,638,546272fd-1817-4d29-a66b-93dc696e41f8,K,52.173936515150146,9308.944669907069
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,638,546272fd-1817-4d29-a66b-93dc696e41f8,q,52.173936515150146,0.00109633244642666
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,638,546272fd-1817-4d29-a66b-93dc696e41f8,r,52.173936515150146,1.389311103988735
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,638,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,52.173936515150146,7.420417434289525
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,838,546272fd-1817-4d29-a66b-93dc696e41f8,K,48.446868964503416,11448.190108586447
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,838,546272fd-1817-4d29-a66b-93dc696e41f8,q,48.446868964503416,0.0008324309632031072
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,838,546272fd-1817-4d29-a66b-93dc696e41f8,r,48.446868964503416,1.4829167196276853
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,838,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,48.446868964503416,6.011141841817813
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1038,546272fd-1817-4d29-a66b-93dc696e41f8,K,55.44362101011367,12525.919925023827
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1038,546272fd-1817-4d29-a66b-93dc696e41f8,q,55.44362101011367,0.007248132101171979
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1038,546272fd-1817-4d29-a66b-93dc696e41f8,r,55.44362101011367,0.20972094830867744
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1038,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,55.44362101011367,7.535311708956617
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1238,546272fd-1817-4d29-a66b-93dc696e41f8,K,70.3524531105311,13360.353102341447
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1238,546272fd-1817-4d29-a66b-93dc696e41f8,q,70.3524531105311,0.008967629309479216
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1238,546272fd-1817-4d29-a66b-93dc696e41f8,r,70.3524531105311,0.6999435106417666
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1238,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,70.3524531105311,18.180344277081144
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1438,546272fd-1817-4d29-a66b-93dc696e41f8,K,66.63298987138084,11377.67592268
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1438,546272fd-1817-4d29-a66b-93dc696e41f8,q,66.63298987138084,0.01615698321216242
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1438,546272fd-1817-4d29-a66b-93dc696e41f8,r,66.63298987138084,0.9780361858490456
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1438,546272fd-1817-4d29-a66b-93dc696e41f8,sigma_v,66.63298987138084,14.736493148189819
fisheries,schaefer,Simulated annealing,Annealing (T=13.714926),1,1638,546272fd-1817-4d29-a66b-93dc696e41f8,K,65.16054560457944,11947.652685052959
